bioID,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,deathDate
tateso01w,G,,,66.0,157.0,Arkansas State,Unknown,1971-09-07,
tauradi01w,F-G,,,72.0,172.0,Connecticut,Unknown,1982-06-11,
taylode99w,Unknown,,,,,Unknown,Unknown,,
tayloli01w,C,,,80.0,200.0,UC Santa Barbara,Unknown,1981-05-20,
taylope01w,F,,,73.0,168.0,Unknown,Unknown,1981-05-24,
teaslni01w,G,,,72.0,169.0,North Carolina,Unknown,1979-03-22,
teilaza01w,C,,,79.0,170.0,Western Illinois,Unknown,1983-09-24,
terryka01w,C-F,,,75.0,183.0,Georgia Tech,Unknown,1983-10-21,
thibami99w,Unknown,,,,,Unknown,Unknown,,
thirdtr01w,F,,,71.0,160.0,Washington,Unknown,1968-02-27,
thomaca01w,F,,,75.0,200.0,Vanderbilt,Unknown,1985-10-31,
thomach01w,C,,,75.0,185.0,Georgia,Unknown,1982-08-14,
thomaja01w,G,,,69.0,145.0,Duke,Unknown,1989-09-30,
thomakr01w,C,,,77.0,195.0,Duke,Unknown,1989-06-10,
thomala01w,F,,,74.0,165.0,Mississippi State,Unknown,1981-07-06,
thomast01w,F,,,70.0,154.0,Michigan,Unknown,1978-08-29,
thompal01w,F,,,73.0,180.0,Texas Tech,Unknown,1976-06-30,
thompam01w,F,,,73.0,170.0,Oklahoma,Unknown,1987-11-18,
thompka99w,Unknown,,,,,Unknown,Unknown,,
thomppa01w,F,,,73.0,193.0,Tennessee,Unknown,1975-01-16,
thompsh01w,Unknown,,,,,Unknown,Unknown,,
thompti01w,F,,,74.0,178.0,USC,Unknown,1975-02-10,
thorbsh01w,G,,,69.0,149.0,Utah,Unknown,1982-08-07,
thorner01w,G,,,70.0,150.0,Brigham Young,Unknown,1981-05-19,
threaro01w,G,,,67.0,150.0,Wisconsin,Unknown,1970-07-01,
tilliic01w,C-F,,,77.0,165.0,Duke,Unknown,1981-12-06,
timmsmi01w,G,,,67.0,132.0,Unknown,Unknown,1965-06-28,
tolerpe01w,G,,,68.0,132.0,Long Beach State,Unknown,1966-03-24,
tolivkr01w,G,,,67.0,130.0,Maryland,Unknown,1987-01-27,
torniel01w,F,,,73.0,160.0,Unknown,Unknown,1965-05-27,
torrele01w,C,,,75.0,171.0,Florida State,Unknown,1978-04-06,
traviti01w,G-F,,,71.0,145.0,Flordia,Unknown,1978-03-20,
tremich01w,G,,,66.0,142.0,Auburn,Unknown,1969-10-20,
tricetr01w,F-C,,,74.0,180.0,North Carolina State,Unknown,1965-08-04,
tunsine01w,G-F,,,73.0,170.0,Iowa State,Unknown,1970-08-22,
turneba01w,G-F,,,72.0,172.0,Connecticut,Unknown,1984-06-08,
tutermo01w,G,,,72.0,155.0,Arizona State,Unknown,1975-08-25,
tuvicsl01w,C,,,76.0,194.0,Unknown,Unknown,1977-09-19,
tzekopo01w,C,,,76.0,189.0,Unknown,Unknown,1968-04-30,
udokamf01w,F,,,72.0,187.0,DePaul,Unknown,1976-06-16,
ujhelpe01w,F-C,,,76.0,200.0,South Carolina,Unknown,1980-12-17,
umoh-it01w,G,,,67.0,140.0,Clemson,Unknown,1977-02-21,
valdeam01w,F,,,73.0,160.0,Unknown,Unknown,1976-08-18,
vandeco01w,G,,,68.0,130.0,Gonzaga,Unknown,1989-02-08,
vandehe99w,Unknown,,,,,Unknown,Unknown,,
vanemal01w,F,,,75.0,175.0,UCLA,Unknown,1968-04-14,
vangomi01w,C,,,78.0,187.0,Duke,Unknown,1977-05-10,
vaughki01w,C,,,76.0,208.0,Rutgers,Unknown,1987-01-24,
vaughkr01w,F,,,73.0,160.0,Virginia Commonwealth,Unknown,1986-09-08,
vealkr01w,G,,,70.0,150.0,Unknown,Unknown,1981-07-24,
veselja01w,F,,,75.0,195.0,none,Unknown,1983-12-31,
vidicbo01w,G,,,69.0,133.0,Oregon State,Unknown,1973-01-07,
viglida01w,G,,,70.0,157.0,Texas,Unknown,1975-03-07,
vilipda01w,F-C,,,76.0,207.0,Unknown,Unknown,1975-03-30,
vodicka01w,F-C,,,76.0,190.0,Unknown,Unknown,1972-12-19,
vodopna01w,F,,,75.0,181.0,Unknown,Unknown,1981-04-06,
voigtka01w,G,,,73.0,162.0,Wisconsin,Unknown,1975-04-07,
vukadmi01w,G,,,73.0,150.0,California,Unknown,1968-11-18,
walkeas01w,F-C,,,73.0,200.0,California,Unknown,1987-02-24,
walkeay01w,F,,,75.0,142.0,Louisiana Tech,Unknown,1979-09-10,
walkeda01w,Unknown,,,,,Unknown,Unknown,,
walkede01w,F,,,75.0,168.0,Virginia,Unknown,1977-11-28,
walkema01w,C,,,75.0,253.0,Pittsburgh,Unknown,1986-10-17,
walsema01w,F,,,74.0,184.0,Penn State,Unknown,1978-10-28,
wardvo01w,C,,,78.0,170.0,Tennessee,Unknown,1973-03-16,
warleav01w,C,,,75.0,,Liberty,Unknown,1987-05-17,
washico01w,G,,,66.0,138.0,Notre Dame,Unknown,1971-01-17,
washito01w,F,,,71.0,160.0,Florida,Unknown,1977-12-30,
wautean01w,C,,,76.0,193.0,Unknown,Unknown,1980-10-12,
weathte01w,G,,,68.0,161.0,Louisiana Tech,Unknown,1965-12-08,
webbum01w,G-F,,,70.0,162.0,North Carolina State,Unknown,1975-06-26,
weberma01w,C,,,77.0,200.0,Iona,Unknown,1982-06-01,
weckeke01w,F,,,73.0,172.0,Kansas State,Unknown,1982-12-16,
weisery99w,Unknown,,,,,Unknown,Unknown,,
westhpa99w,Unknown,,,,,Unknown,Unknown,,
whaleli01w,G,,,68.0,150.0,Minnesota,Unknown,1982-05-09,
whisejo99w,Unknown,,,,,Unknown,Unknown,,
whitede01w,F,,,71.0,180.0,Louisiana State,Unknown,1980-04-03,
whiteer01w,G,,,63.0,135.0,Louisiana State,Unknown,1986-08-26,
whiteta01w,G,,,67.0,154.0,Mississippi State,Unknown,1982-09-27,
whitiva01w,C-F,,,74.0,199.0,Stanford,Unknown,1972-04-09,
whitmta01w,F,,,74.0,190.0,Memphis,Unknown,1977-06-05,
whittje01w,C,,,77.0,176.0,Unknown,Unknown,1973-09-05,
whittkh01w,F,,,73.0,185.0,North Carolina State,Unknown,1986-08-05,
wickssu01w,F,,,75.0,191.0,Rutgers,Unknown,1966-11-26,
widemja01w,G,,,66.0,135.0,Stanford,Unknown,1975-10-16,
wiggica01w,G,,,71.0,154.0,Stanford,Unknown,1987-02-14,
wilkeda01w,G,,,65.0,121.0,Long Beach State,Unknown,1969-02-27,
wilkibr01w,C,,,75.0,185.0,Iowa State,Unknown,1983-06-15,
williad01w,F-C,,,77.0,170.0,USC,Unknown,1977-02-15,
willian01w,G,,,72.0,149.0,Illinois,Unknown,1983-07-21,
willibe01w,G,,,69.0,145.0,Texas,Unknown,1965-11-09,
willide01w,G,,,68.0,160.0,Louisiana Tech,Unknown,1972-09-23,
willifr99w,Unknown,,,,,Unknown,Unknown,,
willigr99w,Unknown,,,,,Unknown,Unknown,,
williki01w,G,,,66.0,136.0,DePaul,Westark CC,1974-10-14,
willile01w,F,,,72.0,200.0,Auburn,Unknown,1981-02-10,
willile02w,G-F,,,71.0,155.0,DePaul,Unknown,1979-07-04,
willili01w,G,,,71.0,170.0,UCLA,Unknown,1984-06-13,
willina01w,F-C,,,74.0,210.0,UCLA,Unknown,1970-11-30,
williri01w,G,,,66.0,135.0,Connecticut,Unknown,1976-01-14,
williri02w,G,,,67.0,165.0,Miami,Unknown,1990-05-28,
willisa01w,G-F,,,72.0,,Auburn,Unknown,1973-09-24,
willish01w,G,,,66.0,135.0,Oregon,Unknown,1980-04-14,
willita01w,G,,,71.0,170.0,Auburn,Unknown,1974-07-23,
willito01w,G,,,68.0,138.0,Texas A&M,Unknown,1982-01-11,
williwe01w,G,,,67.0,141.0,Arkansas,Unknown,1978-11-18,
wilsoam01w,F,,,71.0,176.0,Louisiana Tech,Unknown,1977-02-06,
wintebr01w,Unknown,,,,,Unknown,Unknown,,
wirthch01w,F,,,73.0,185.0,Vanderbilt,Unknown,1987-04-18,
wisdoli01w,F,,,74.0,186.0,Purdue,Unknown,1986-05-26,
witheso01w,G,,,70.0,145.0,Florida,Unknown,1969-07-06,
wojtaju01w,G-F,,,72.0,175.0,Wisconsin-Green Bay,Unknown,1989-04-09,
wolteka01w,C,,,79.0,227.0,Connecticut,Unknown,1975-08-15,
wolvean01w,F-C,,,75.0,205.0,Oregon,Unknown,1978-12-08,
woodaly01w,G,,,72.0,160.0,Kansas,Unknown,1959-08-12,
woodki01w,C,,,76.0,,Wisconsin-Green Bay,Unknown,1972-09-16,
woolror01w,Unknown,,,,,Unknown,Unknown,,
wooslti01w,G,,,67.0,132.0,Tennessee,Unknown,1973-04-04,
wrighfa01w,G,,,66.0,130.0,San Diego State,Unknown,1973-01-28,
wrighmo01w,G,,,71.0,178.0,Virginia,Unknown,1988-07-15,
wrighsh01w,F,,,70.0,155.0,Purdue,Unknown,1981-09-21,
wrighta01w,G,,,71.0,165.0,Penn State,Unknown,1983-11-20,
wyckobr01w,F,,,73.0,183.0,Florida State,Unknown,1980-03-30,
wynneda01w,F,,,74.0,175.0,Seton Hall,Unknown,1975-02-02,
yamasli01w,G,,,73.0,190.0,Stanford,Unknown,1980-06-02,
yasenco01w,G,,,72.0,160.0,Purdue,Unknown,1973-12-05,2001-05-12
yilmane01w,F-C,,,76.0,193.0,Unknown,Unknown,1980-06-06,
youngca01w,G,,,69.0,175.0,Auburn,Unknown,1969-07-28,
youngso01w,F,,,73.0,165.0,Baylor,Unknown,1983-12-15,
youngta01w,F,,,74.0,166.0,James Madison,Unknown,1986-10-30,
zakalok01w,C,,,78.0,174.0,Unknown,Unknown,1977-12-18,
zarafr01w,G,,,70.0,146.0,Unknown,Unknown,1976-12-08,
zellosh01w,G,,,70.0,155.0,Pittsburgh,Unknown,1986-08-28,
zhengha01w,C,,,80.0,254.0,Unknown,Unknown,1967-03-07,
zierddo99w,Unknown,,,,,Unknown,Unknown,,
zirkozu01w,G,,,69.0,145.0,Unknown,Unknown,1980-06-06,
zollsh01w,G,,,67.0,148.0,Virginia,Unknown,1986-07-11,
